	E1	E3	E5	E7	E8	F1	F3	F7	G3	G5	G7	G8	I1	I3	I5	I7	I8	P1	P3	P5	P7	S1	S3	S8
Aqu2.1.37504_001	0	6	1	11	1	0	0	0	9	1	3	0	1	7	10	1	1	1	17	5	10	7	0	2
Aqu2.1.37505_001	0	9	2	4	0	7	2	2	75	1	0	18	26	41	64	10	5	3	36	9	5	7	1	3
Aqu2.1.37506_001	2	5	1	25	0	2	4	2	34	7	3	27	4	94	89	7	12	0	21	9	1	15	2	2
Aqu2.1.37507_001	1	6	0	44	1	10	3	0	21	10	4	10	12	44	30	6	6	1	10	10	0	14	3	7
Aqu2.1.37508_001	2	3	5	23	2	6	0	0	26	1	4	1	4	18	36	1	4	0	17	6	8	19	4	9
Aqu2.1.37509_001	5	13	12	37	2	3	7	5	6	7	3	18	1	25	49	0	5	2	27	16	7	5	7	3
Aqu2.1.37510_001	0	0	1	24	0	3	2	0	3	4	0	0	2	10	8	1	1	0	1	1	0	3	0	0
Aqu2.1.37511_001	3	14	12	38	1	13	3	8	82	8	6	3	23	35	25	3	13	12	30	10	3	13	0	3
Aqu2.1.37512_001	0	6	2	5	0	2	1	1	1	1	6	0	1	2	5	6	1	0	1	0	1	6	2	1
Aqu2.1.37513_001	1	27	6	74	4	6	2	4	6	9	10	0	6	18	32	3	19	8	35	21	11	16	7	11
Aqu2.1.37514_001	10	26	4	186	7	41	8	11	15	8	6	4	6	104	63	4	26	3	44	43	6	20	33	11
Aqu2.1.37515_001	0	4	2	16	0	5	0	3	26	3	1	6	18	44	36	5	9	3	22	9	4	5	2	2
Aqu2.1.37516_001	2	0	0	15	0	3	5	0	2	2	1	12	1	21	9	2	6	0	14	9	1	5	1	0
Aqu2.1.37517_001	0	15	5	37	1	11	1	5	21	9	9	2	2	20	68	3	6	8	42	42	5	9	1	7
Aqu2.1.37518_001	3	4	3	23	1	3	0	1	6	1	6	1	4	11	92	0	1	16	27	35	0	10	2	1
Aqu2.1.37519_001	3	14	3	60	0	18	0	11	2	0	3	0	4	17	9	0	4	5	26	6	2	8	3	8
Aqu2.1.37520_001	1	7	1	38	0	3	2	3	3	3	4	1	3	11	22	1	1	0	29	6	1	7	4	2
Aqu2.1.37521_001	1	15	3	43	0	16	1	3	13	4	6	11	9	8	95	1	5	8	19	38	6	15	3	10
Aqu2.1.37522_001	2	19	3	78	3	20	0	3	76	3	10	2	25	67	169	8	16	3	44	25	4	16	13	14
Aqu2.1.37523_001	3	4	7	25	1	3	1	4	39	4	6	16	16	73	141	151	21	7	26	17	9	16	3	5
Aqu2.1.37524_001	5	29	13	46	3	32	14	12	21	6	20	16	12	77	278	45	12	47	81	57	11	30	34	8
Aqu2.1.37525_001	16	29	12	37	4	23	1	4	39	31	8	11	7	31	155	46	14	187	32	27	4	66	32	28
Aqu2.1.37526_001	1	0	2	7	2	4	2	3	132	3	11	84	110	276	477	19	11	2	33	30	4	12	8	6
Aqu2.1.37527_001	5	1	3	15	1	5	2	4	105	1	1	18	43	201	293	30	12	5	19	13	4	14	11	1
Aqu2.1.37528_001	2	11	5	41	4	13	1	2	8	13	4	4	17	16	57	4	6	20	48	1	2	17	0	2
Aqu2.1.37529_001	0	17	4	19	1	4	3	3	24	4	4	4	0	42	94	2	12	2	34	3	11	24	5	7
Aqu2.1.37530_001	0	3	8	37	1	12	3	7	42	8	6	7	16	20	47	3	16	3	11	7	4	21	1	6
Aqu2.1.37531_001	0	11	3	36	4	1	1	0	4	2	0	0	3	12	11	0	3	3	5	3	5	15	0	4
Aqu2.1.37532_001	3	8	7	55	6	19	2	4	35	12	5	3	37	62	89	9	8	5	29	47	3	28	4	3
Aqu2.1.37533_001	0	4	1	7	2	0	1	0	7	1	1	0	0	5	4	0	10	1	16	8	2	11	1	1
Aqu2.1.37534_001	0	0	0	4	0	2	1	0	2	1	0	2	5	4	4	1	1	0	7	0	0	6	0	1
Aqu2.1.37535_001	21	52	54	148	40	72	26	25	472	32	54	160	416	672	1693	362	108	108	150	222	38	152	72	80
Aqu2.1.37536_001	2	11	11	44	9	7	6	3	92	8	5	21	58	114	395	18	14	6	27	49	3	9	3	11
Aqu2.1.37537_001	11	51	21	60	19	273	15	14	1934	25	143	613	528	1864	3856	172	147	44	724	754	83	98	67	28
Aqu2.1.37538_001	31	78	34	72	24	221	27	33	2702	28	77	828	726	1903	4280	445	166	107	863	947	161	291	92	55
Aqu2.1.37539_001	1	2	3	32	0	31	0	0	19	10	2	1	6	19	34	4	3	0	23	8	8	15	1	6
Aqu2.1.37540_001	1	1	3	16	1	5	0	4	12	5	3	14	3	23	79	4	2	1	13	4	3	15	10	1
Aqu2.1.37541_001	1	3	1	13	2	5	0	1	5	2	0	0	8	31	8	0	5	0	3	1	1	14	2	1
Aqu2.1.37542_001	2	7	3	23	0	4	1	1	78	9	11	23	12	78	215	31	18	11	7	4	2	9	11	6
Aqu2.1.37543_001	2	5	9	57	3	16	1	4	18	5	7	3	8	43	24	31	9	12	25	4	4	48	15	15
Aqu2.1.37544_001	3	4	8	39	3	3	5	1	25	5	4	5	2	49	110	6	30	87	41	31	11	18	18	12
Aqu2.1.37545_001	0	10	20	44	0	11	2	5	6	2	2	1	8	17	23	0	3	2	42	13	1	17	6	7
Aqu2.1.37546_001	1	0	1	15	0	3	5	0	33	0	1	11	3	29	58	2	1	0	1	5	6	3	1	3
Aqu2.1.37547_001	0	0	0	1	0	0	0	0	1	4	0	0	2	2	0	0	1	0	7	0	0	0	0	0
Aqu2.1.37548_001	1	6	1	33	3	9	0	4	5	1	4	2	9	28	36	0	6	1	5	8	1	3	0	1
Aqu2.1.37549_001	0	3	2	28	0	6	1	1	17	2	7	0	19	38	56	3	6	2	17	20	13	11	2	4
Aqu2.1.37550_001	10	13	12	29	2	40	2	13	208	20	15	37	141	127	651	66	14	10	66	157	9	28	15	7
Aqu2.1.37551_001	11	11	2	47	0	16	4	1	13	11	1	15	22	20	139	3	12	2	44	40	6	10	3	1
Aqu2.1.37552_001	6	5	3	7	0	2	0	0	0	1	1	0	1	21	7	1	1	9	5	1	1	10	4	3
Aqu2.1.37553_001	0	3	0	6	2	2	0	1	2	1	1	2	5	9	9	0	2	1	1	3	0	0	1	0
Aqu2.1.37554_001	9	17	7	120	3	15	2	2	35	7	3	10	21	61	98	13	17	7	41	38	8	37	15	8
Aqu2.1.37555_001	1	8	2	21	5	13	0	2	10	4	3	3	1	16	27	3	3	1	11	11	2	7	1	7
Aqu2.1.37556_001	0	0	0	6	0	2	1	0	9	3	1	1	0	29	2	2	0	0	12	1	0	0	0	2
Aqu2.1.37557_001	0	2	1	28	0	3	0	1	0	1	2	4	6	1	0	1	2	0	8	6	5	4	0	1
Aqu2.1.37558_001	0	6	1	3	1	0	2	1	48	2	7	9	20	63	83	3	8	0	6	4	5	5	4	5
Aqu2.1.37559_001	1	19	7	78	2	18	7	1	17	11	9	5	16	64	45	2	10	5	33	14	0	39	6	9
Aqu2.1.37560_001	1	7	66	58	19	6	5	3	1	9	6	4	3	16	29	2	4	21	50	52	50	12	2	5
Aqu2.1.37561_001	1	5	1	43	1	12	3	3	10	4	3	1	2	26	28	14	6	3	21	5	4	6	4	5
Aqu2.1.37562_001	4	12	4	67	10	16	0	3	42	15	9	12	27	68	109	12	8	40	23	41	5	30	22	9
Aqu2.1.37563_001	0	1	0	6	0	0	1	0	12	0	0	0	11	13	43	0	0	1	14	10	0	2	0	0
Aqu2.1.37564_001	4	55	13	330	2	61	3	6	80	7	18	46	58	101	262	14	58	3	77	125	8	90	18	8
Aqu2.1.37565_001	8	21	5	42	0	11	9	7	14	7	15	6	14	51	40	6	19	9	15	20	7	24	6	22
Aqu2.1.37566_001	0	1	1	8	0	1	0	0	5	0	1	0	0	1	3	0	2	1	2	4	0	7	0	1
Aqu2.1.37567_001	2	19	4	67	0	2	0	0	4	1	1	8	19	44	73	0	33	2	15	3	0	13	7	3
Aqu2.1.37568_001	0	3	0	17	0	3	1	15	2	5	5	0	4	9	28	2	0	0	8	10	9	17	0	3
Aqu2.1.37569_001	3	8	8	29	3	8	0	2	16	10	4	10	14	28	58	5	3	4	10	4	2	9	1	15
Aqu2.1.37570_001	0	8	4	40	1	20	3	1	69	10	3	17	22	42	133	24	9	2	9	4	5	29	1	6
Aqu2.1.37571_001	14	21	14	52	5	29	10	18	232	12	22	41	89	292	418	146	11	32	196	472	16	68	31	76
Aqu2.1.37572_001	0	12	1	39	2	11	1	6	2	2	1	2	1	29	38	5	13	2	18	4	0	15	4	9
Aqu2.1.37573_001	6	10	5	31	0	10	0	10	3	12	1	5	1	11	19	6	12	0	9	1	5	5	2	7
Aqu2.1.37574_001	0	2	7	17	1	4	0	1	102	5	1	38	53	170	212	6	12	1	15	28	2	14	3	0
Aqu2.1.37575_001	2	5	0	21	7	3	0	0	34	5	2	2	28	57	104	1	10	1	13	6	7	14	4	3
Aqu2.1.37576_001	1	2	0	3	0	2	1	1	2	0	0	0	0	2	12	1	0	0	3	1	0	2	0	5
Aqu2.1.37577_001	1	5	3	27	1	3	1	2	6	9	2	20	10	40	46	3	9	1	24	20	8	5	1	2
Aqu2.1.37578_001	15	30	16	100	6	24	13	35	24	30	11	8	12	99	98	18	23	70	43	33	13	52	28	23
Aqu2.1.37579_001	2	6	2	31	2	3	1	0	13	3	2	1	9	47	25	0	7	2	19	3	9	10	1	5
Aqu2.1.37580_001	3	26	7	48	1	7	0	1	24	1	5	7	9	27	37	2	11	5	22	9	1	12	5	6
Aqu2.1.37581_001	0	0	0	23	1	4	0	1	4	0	2	8	0	10	20	0	1	9	3	2	1	7	0	3
Aqu2.1.37582_001	0	3	0	8	0	0	4	0	3	0	2	0	2	11	16	3	10	0	2	0	0	0	2	0
Aqu2.1.37583_001	5	7	3	17	0	13	2	3	5	5	0	2	46	25	90	8	15	1	3	6	5	8	5	3
Aqu2.1.37584_001	0	1	1	12	2	2	3	1	42	0	0	20	9	64	125	4	13	0	10	11	4	4	1	0
Aqu2.1.37585_001	7	30	26	80	6	35	6	14	117	25	13	35	23	86	254	55	23	22	33	49	15	43	24	19
Aqu2.1.37586_001	0	2	0	5	0	2	0	0	1	0	1	0	0	8	3	0	5	1	1	1	0	2	2	5
Aqu2.1.37587_001	0	6	2	15	0	1	2	2	32	5	5	2	4	18	31	4	9	3	15	2	2	8	1	3
Aqu2.1.37588_001	1	5	1	13	0	3	4	3	2	1	3	2	0	15	12	0	1	0	7	3	5	2	1	6
Aqu2.1.37589_001	0	2	1	29	0	7	1	2	4	1	4	0	2	15	5	2	4	1	14	6	2	3	2	0
Aqu2.1.37590_001	3	8	2	23	1	14	9	1	20	6	5	1	5	33	48	11	7	1	9	7	8	11	3	8
Aqu2.1.37591_001	3	3	25	35	2	1	2	5	38	13	3	5	29	63	121	11	8	1	29	5	6	10	4	7
Aqu2.1.37592_001	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Aqu2.1.37593_001	1	5	0	10	1	4	0	1	10	0	1	4	3	19	16	1	0	0	4	4	2	6	1	1
Aqu2.1.37594_001	0	2	0	9	0	1	0	1	6	1	0	2	0	2	2	0	0	0	1	0	0	0	0	0
Aqu2.1.37595_001	0	1	1	11	0	1	2	3	48	0	0	1	0	22	68	3	5	0	5	5	1	0	1	0
Aqu2.1.37596_001	3	14	5	23	3	11	6	1	53	8	2	0	47	41	119	4	1	7	26	24	1	7	3	3
Aqu2.1.37597_001	0	0	0	1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.37598_001	1	2	10	40	1	16	2	1	45	4	9	20	35	92	201	16	4	4	37	27	10	17	10	1
Aqu2.1.37599_001	38	69	64	143	25	74	48	51	1366	43	72	88	288	630	1909	445	80	91	143	106	80	246	104	83
Aqu2.1.37600_001	4	20	0	25	0	2	1	2	5	5	7	3	13	26	57	0	3	0	16	28	0	2	13	4
Aqu2.1.37601_001	12	13	13	71	3	19	4	8	29	15	12	5	9	55	41	3	5	17	60	25	15	24	10	8
Aqu2.1.37602_001	14	61	23	56	19	104	22	19	120	16	44	141	40	190	406	268	29	39	833	775	34	73	52	38
Aqu2.1.37603_001	0	0	1	2	0	8	0	0	0	10	0	1	0	4	1	0	1	0	1	1	2	0	1	0
Aqu2.1.37604_001	8	29	7	48	4	14	4	2	64	12	13	17	14	74	152	10	14	8	67	27	24	16	2	6
Aqu2.1.37605_001	8	48	8	114	4	25	9	23	20	8	21	4	14	90	83	13	37	2	65	34	11	33	10	19
Aqu2.1.37606_001	3	27	12	100	5	20	4	8	32	12	11	1	15	51	201	10	37	9	82	60	10	35	4	15
Aqu2.1.37607_001	14	32	14	142	6	32	7	10	65	12	11	5	9	80	157	6	39	10	43	33	11	41	9	3
Aqu2.1.37608_001	4	0	5	7	1	29	0	0	39	0	6	8	9	76	152	5	3	2	6	1	0	15	2	0
Aqu2.1.37609_001	0	10	10	22	0	7	2	2	30	7	1	2	7	25	19	2	3	10	14	12	4	18	4	5
Aqu2.1.37610_001	0	13	1	17	1	11	0	0	22	5	0	2	22	52	49	4	3	2	11	38	2	3	4	4
Aqu2.1.37611_001	3	7	4	26	2	10	5	2	65	7	11	31	56	71	163	19	4	2	12	9	2	13	1	6
Aqu2.1.37612_001	2	8	6	24	3	2	3	1	32	3	10	1	21	47	110	27	9	6	21	32	8	9	4	7
Aqu2.1.37613_001	0	4	1	41	0	8	1	0	0	1	1	2	1	7	12	3	6	1	7	12	0	4	3	4
Aqu2.1.37614_001	3	14	9	80	5	12	6	12	14	5	5	4	7	49	100	10	8	5	81	33	4	23	9	9
Aqu2.1.37615_001	1	8	4	16	1	33	4	1	11	7	13	63	27	64	162	11	14	3	112	90	2	8	4	5
Aqu2.1.37616_001	0	1	9	16	0	1	0	1	4	0	3	1	2	8	14	1	0	0	11	3	0	1	9	0
Aqu2.1.37617_001	1	9	0	11	0	9	0	1	1	0	1	2	1	4	12	3	4	0	6	3	0	1	0	0
Aqu2.1.37618_001	0	1	0	10	0	0	2	0	0	0	0	2	0	1	7	0	0	0	2	1	0	0	0	1
Aqu2.1.37619_001	5	11	2	3	1	3	0	2	8	0	0	2	0	25	60	2	2	3	13	17	0	1	0	9
Aqu2.1.37620_001	0	7	4	13	0	1	5	3	18	0	0	5	4	16	49	2	12	1	12	5	0	13	1	1
Aqu2.1.37621_001	10	5	7	32	6	8	9	1	30	7	0	0	8	42	75	6	11	9	27	14	12	6	3	10
Aqu2.1.37622_001	0	7	0	29	0	3	1	0	19	2	1	1	1	9	22	0	4	0	18	3	4	7	0	4
Aqu2.1.37623_001	8	18	5	104	5	39	5	3	40	14	12	8	11	79	146	15	14	5	96	78	7	33	6	13
Aqu2.1.37624_001	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0
Aqu2.1.37625_001	5	2	7	20	0	5	4	0	5	4	0	0	4	6	8	0	6	0	11	2	1	6	3	0
Aqu2.1.37626_001	5	3	2	21	2	3	3	3	20	1	6	4	3	31	76	3	5	1	53	45	2	18	3	9
Aqu2.1.37627_001	6	12	6	71	9	20	6	2	202	6	13	20	67	147	448	15	26	17	28	41	2	33	9	6
Aqu2.1.37628_001	2	5	3	9	0	11	2	1	59	6	4	19	17	91	127	28	25	4	10	10	4	8	4	5
Aqu2.1.37629_001	24	37	66	157	43	24	20	16	399	33	11	23	25	70	123	138	75	255	193	133	57	759	20	12
Aqu2.1.37630_001	1	5	3	26	0	3	2	2	21	1	0	3	3	6	15	3	3	10	19	5	1	9	2	0
Aqu2.1.37631_001	1	8	4	23	0	6	1	3	7	2	3	9	3	20	67	4	4	0	20	3	3	4	0	1
Aqu2.1.37632_001	4	13	3	61	1	22	0	1	8	3	1	1	5	25	28	4	12	4	19	7	3	14	10	2
Aqu2.1.37633_001	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Aqu2.1.37634_001	0	8	0	27	0	5	0	1	0	1	3	1	1	11	19	0	8	1	9	0	1	0	3	0
Aqu2.1.37635_001	2	18	2	32	1	46	0	1	53	1	25	16	29	132	199	12	8	3	40	43	7	13	3	2
Aqu2.1.37636_001	2	10	6	26	6	20	4	5	526	6	19	78	108	126	777	50	6	10	39	77	20	84	13	5
Aqu2.1.37637_001	3	12	7	76	1	10	2	0	27	12	1	14	6	52	72	13	11	1	30	64	6	17	10	5
Aqu2.1.37638_001	4	10	0	36	1	11	3	1	24	4	5	0	9	38	38	1041	2	6	17	18	9	14	8	1
Aqu2.1.37639_001	2	12	1	48	2	3	4	2	23	4	11	7	8	35	165	2	11	4	15	11	3	21	5	4
Aqu2.1.37640_001	1	6	2	42	0	6	2	3	35	6	2	5	3	39	36	2	5	1	17	9	4	5	3	4
Aqu2.1.37641_001	3	14	6	42	1	7	1	3	19	0	6	4	7	15	108	2	8	2	24	11	2	5	16	5
Aqu2.1.37642_001	0	3	3	9	0	4	1	0	0	4	2	9	8	13	3	1	2	3	6	14	0	5	1	4
Aqu2.1.37643_001	0	0	2	12	0	0	0	0	0	1	0	0	1	5	2	0	1	0	7	0	0	7	1	2
Aqu2.1.37644_001	2	1	0	2	0	1	0	0	2	1	0	1	1	2	13	0	4	0	2	2	0	3	0	0
Aqu2.1.37645_001	4	2	5	16	2	12	0	5	33	10	6	4	9	20	43	12	7	14	19	29	1	70	20	8
Aqu2.1.37646_001	0	0	0	2	0	2	1	0	4	4	0	0	0	10	20	0	0	0	11	15	0	0	0	0
Aqu2.1.37647_001	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.37648_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.37649_001	0	3	1	4	0	6	0	0	11	6	1	0	2	14	26	2	0	0	17	13	0	6	1	0
Aqu2.1.37650_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.37651_001	8	10	3	12	0	4	1	0	0	6	4	1	2	41	9	24	4	1	11	6	2	9	0	2
Aqu2.1.37652_001	0	0	0	13	0	5	0	1	1	3	2	5	0	7	5	1	0	0	4	3	1	1	2	1
Aqu2.1.37653_001	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0
Aqu2.1.37654_001	2	16	7	110	2	26	4	10	34	14	3	9	26	54	62	4	15	0	28	9	3	36	4	10
Aqu2.1.37655_001	8	23	8	140	11	42	5	16	15	26	12	9	12	121	88	1	29	16	29	39	5	48	20	20
Aqu2.1.37656_001	2	5	0	43	0	9	2	1	54	4	4	1	6	21	59	5	5	4	26	11	2	11	2	3
Aqu2.1.37657_001	3	10	2	16	0	9	2	3	27	0	6	20	18	39	144	10	0	2	3	22	2	3	3	1
Aqu2.1.37658_001	11	44	2	382	7	74	1	10	4	0	13	10	10	95	20	10	99	1	42	24	9	90	23	3
Aqu2.1.37659_001	0	0	4	10	0	0	0	0	1	10	1	1	0	0	8	2	3	0	10	2	3	3	0	2
Aqu2.1.37660_001	0	0	0	6	0	2	3	0	0	1	0	0	0	0	0	0	0	11	0	1	0	1	1	1
Aqu2.1.37661_001	7	27	6	106	1	13	8	6	14	9	10	2	19	45	57	2	19	1	25	18	3	27	16	21
Aqu2.1.37662_001	0	8	4	37	0	6	1	1	6	2	3	0	8	18	33	2	10	5	9	17	1	3	1	14
Aqu2.1.37663_001	2	4	0	10	3	1	0	0	3	1	2	2	2	11	9	2	3	1	13	2	2	5	0	13
Aqu2.1.37664_001	2	1	1	25	2	7	0	10	2	0	0	4	1	8	5	0	5	0	12	0	1	10	1	1
Aqu2.1.37665_001	0	1	0	7	0	0	0	4	0	1	0	2	0	2	8	0	5	0	2	2	3	2	0	7
Aqu2.1.37666_001	1	0	0	2	0	2	0	6	1	1	1	0	2	3	4	5	0	0	7	7	0	4	3	0
Aqu2.1.37667_001	1	1	0	3	0	8	8	0	0	2	2	0	0	1	2	0	1	0	3	1	0	1	0	1
Aqu2.1.37668_001	2	6	3	17	1	7	1	4	4	4	0	5	3	19	18	3	16	2	7	11	2	9	3	2
Aqu2.1.37669_001	1	2	0	10	0	5	0	0	0	0	2	3	0	2	1	1	5	0	6	2	0	0	1	7
Aqu2.1.37670_001	4	0	3	6	0	1	0	0	4	3	0	0	2	9	11	0	0	1	8	0	0	1	0	1
Aqu2.1.37671_001	3	4	0	7	0	2	0	1	0	2	4	1	0	4	15	0	3	0	0	0	0	7	1	3
Aqu2.1.37672_001	0	3	2	5	2	12	0	2	9	3	4	0	13	12	31	38	4	7	2	6	1	13	5	3
Aqu2.1.37673_001	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Aqu2.1.37674_001	4	13	9	37	1	7	2	7	10	4	12	6	1	40	19	2	3	74	33	20	2	12	8	6
Aqu2.1.37675_001	0	0	2	9	0	2	2	0	4	0	1	7	0	2	9	0	3	0	1	5	1	3	1	0
Aqu2.1.37676_001	1	3	1	8	0	2	0	0	9	1	0	1	1	21	22	7	3	0	7	2	0	2	0	3
Aqu2.1.37677_001	0	1	1	6	0	0	0	0	0	1	0	0	0	1	2	1	7	0	0	6	0	1	2	1
Aqu2.1.37678_001	7	16	5	47	2	14	2	1	3	3	7	1	9	19	18	5	1	3	50	17	5	12	4	5
Aqu2.1.37679_001	6	18	2	31	0	14	7	8	24	5	1	3	1	30	38	1	6	4	49	23	5	16	3	7
Aqu2.1.37680_001	2	1	0	46	1	4	0	5	27	3	2	4	11	22	34	0	0	3	19	17	4	5	1	9
Aqu2.1.37681_001	0	0	0	2	0	0	0	0	0	2	0	0	0	9	0	0	0	0	1	0	0	0	0	0
Aqu2.1.37682_001	1	0	0	18	0	15	0	0	2	1	9	1	0	9	6	0	1	0	4	0	0	2	0	0
Aqu2.1.37683_001	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Aqu2.1.37684_001	7	7	8	25	0	10	1	2	9	11	5	1	0	15	30	1	8	7	9	21	5	3	5	2
Aqu2.1.37685_001	0	0	1	4	0	1	0	0	50	0	1	1	17	2	114	3	0	0	0	0	2	8	0	0
Aqu2.1.37686_001	4	22	3	61	3	11	4	7	6	22	14	5	11	26	59	2	12	4	22	21	9	25	7	6
Aqu2.1.37687_001	0	0	0	3	0	3	0	3	3	0	0	0	0	3	4	0	7	1	1	2	0	0	1	1
Aqu2.1.37688_001	1	19	0	43	2	15	7	5	7	4	3	3	1	17	16	1	4	1	16	4	4	15	4	8
Aqu2.1.37689_001	0	3	0	11	0	0	2	0	3	2	0	0	0	3	2	0	2	0	5	3	3	3	0	4
Aqu2.1.37690_001	0	5	0	9	0	0	0	0	4	1	1	0	3	0	10	0	0	0	6	2	1	3	0	2
Aqu2.1.37691_001	0	11	1	19	0	2	1	2	1	1	0	0	3	0	8	1	6	0	5	5	2	4	0	0
Aqu2.1.37692_001	0	2	7	6	0	5	0	2	8	4	1	1	1	12	20	17	1	0	11	5	2	2	12	2
Aqu2.1.37693_001	14	40	14	196	6	22	20	9	22	41	11	6	36	96	153	3	48	9	138	49	8	41	14	15
Aqu2.1.37694_001	8	36	16	175	5	38	18	15	35	30	18	14	22	113	140	13	35	10	124	58	24	46	13	25
Aqu2.1.37695_001	2	1	0	33	0	5	1	1	9	4	7	2	3	8	7	0	4	1	16	2	10	7	2	2
Aqu2.1.37696_001	4	0	0	40	1	8	3	1	12	1	3	0	4	29	13	0	5	0	11	9	1	14	4	4
Aqu2.1.37697_001	0	2	0	10	0	1	0	1	0	0	0	0	0	1	3	1	0	0	3	1	0	2	0	0
Aqu2.1.37698_001	1	4	3	25	0	0	1	0	2	3	1	1	0	18	6	0	4	8	9	2	1	9	5	8
Aqu2.1.37699_001	0	0	1	11	0	4	2	0	2	4	4	1	0	11	2	0	2	0	1	5	1	12	0	3
Aqu2.1.37700_001	2	8	1	20	1	14	1	7	7	2	2	1	19	10	21	2	2	1	26	22	3	12	1	1
Aqu2.1.37701_001	1	5	2	17	0	2	0	0	0	2	0	0	0	3	1	0	2	0	5	2	0	4	1	0
Aqu2.1.37702_001	0	0	0	4	0	1	0	0	0	0	0	0	0	0	6	0	1	0	0	1	0	0	0	0
Aqu2.1.37703_001	0	14	2	24	0	3	1	6	1	3	2	1	0	12	7	0	5	1	26	4	6	5	0	3
Aqu2.1.37704_001	0	4	0	11	0	2	0	0	0	0	0	0	5	7	10	0	0	2	15	5	1	2	0	0
Aqu2.1.37705_001	2	0	4	12	0	2	0	0	9	1	0	0	0	4	2	1	2	1	7	4	5	0	0	0
Aqu2.1.37706_001	0	3	1	8	0	1	0	0	2	1	0	0	0	4	2	1	1	1	14	2	1	2	0	1
Aqu2.1.37707_001	0	2	0	15	0	7	1	0	5	4	4	0	4	19	41	0	0	2	2	4	0	4	1	1
Aqu2.1.37708_001	0	3	2	11	3	1	0	0	3	3	3	1	1	8	10	1	1	5	19	8	6	9	1	1
Aqu2.1.37709_001	1	4	2	18	2	0	1	2	39	3	1	18	8	19	62	6	5	0	21	0	1	8	2	1
Aqu2.1.37710_001	5	14	6	72	1	14	6	5	4	8	8	2	2	26	38	4	22	1	35	19	1	20	5	10
Aqu2.1.37711_001	0	8	8	59	4	11	6	4	40	6	6	9	32	62	76	10	24	39	36	14	7	42	13	4
Aqu2.1.37712_001	2	5	3	28	2	35	3	2	17	15	1	2	3	26	98	2	2	2	25	11	1	44	2	3
Aqu2.1.37713_001	2	9	10	22	6	18	4	2	191	11	18	33	35	146	443	14	19	15	39	36	23	50	6	9
Aqu2.1.37714_001	0	4	1	3	0	4	0	0	0	0	0	0	0	3	3	1	0	0	2	18	0	1	1	0
Aqu2.1.37715_001	2	17	5	66	7	15	2	3	65	6	3	2	6	79	91	11	9	16	23	37	9	26	18	10
Aqu2.1.37716_001	6	14	12	19	7	9	6	1	13	20	2	2	3	27	8	15	7	117	14	11	2	38	16	4
Aqu2.1.37717_001	1	11	1	27	0	3	2	1	24	8	2	5	1	25	33	2	4	2	19	28	1	12	1	1
Aqu2.1.37718_001	3	7	14	50	3	19	1	2	12	2	0	0	4	36	36	2	5	2	25	15	9	7	1	5
Aqu2.1.37719_001	0	8	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0
Aqu2.1.37720_001	1	3	0	6	2	6	0	3	66	2	0	5	13	46	60	11	11	2	7	8	1	15	2	1
Aqu2.1.37721_001	5	15	1	41	1	6	7	5	25	7	6	4	9	29	21	7	6	5	17	35	1	14	1	13
Aqu2.1.37722_001	0	0	19	6	0	1	1	0	1	0	0	0	1	5	8	0	0	0	3	3	0	1	1	2
Aqu2.1.37723_001	1	0	0	2	0	1	0	0	3	9	0	3	0	3	25	1	1	0	10	0	0	4	0	0
Aqu2.1.37724_001	0	1	2	14	0	1	0	7	3	0	1	2	0	13	8	1	5	1	7	4	0	7	0	1
Aqu2.1.37725_001	7	23	37	143	7	20	9	17	24	16	12	6	11	59	220	9	22	119	41	50	7	46	30	15
Aqu2.1.37726_001	5	2	1	20	2	2	2	0	14	6	1	0	6	31	11	5	0	1	2	9	0	4	0	0
Aqu2.1.37727_001	1	10	3	35	1	12	2	2	68	4	2	21	32	26	185	8	6	7	23	28	4	10	7	0
Aqu2.1.37728_001	2	3	1	17	1	7	0	0	8	0	1	10	5	22	11	1	4	3	2	13	3	3	3	1
Aqu2.1.37729_001	5	34	21	142	12	78	11	13	372	18	41	82	444	309	658	35	31	12	79	306	17	90	16	18
Aqu2.1.37730_001	2	5	1	14	0	0	0	0	7	8	0	0	1	5	6	0	0	0	6	0	0	7	0	2
Aqu2.1.37731_001	0	0	0	1	0	0	0	0	0	0	0	0	0	4	3	1	1	1	7	0	4	1	0	0
