	E1	E3	E5	E7	E8	F1	F3	F7	G3	G5	G7	G8	I1	I3	I5	I7	I8	P1	P3	P5	P7	S1	S3	S8
Aqu2.1.04696_001	4	14	7	40	1	10	0	2	17	2	1	2	4	15	150	2	13	4	26	23	1	17	2	2
Aqu2.1.04697_001	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	10	0	0	0	0	0
Aqu2.1.04698_001	0	0	1	3	0	0	0	0	0	0	3	0	0	3	6	0	1	0	0	1	2	3	0	0
Aqu2.1.04699_001	1	0	1	7	0	2	0	0	0	2	0	0	0	5	10	0	1	2	6	0	0	1	2	1
Aqu2.1.04700_001	1	2	1	25	0	4	0	2	3	1	1	0	3	10	8	1	3	0	3	9	0	2	1	0
Aqu2.1.04701_001	3	4	7	25	0	6	9	4	9	8	7	11	9	17	8	107	5	79	20	5	2	51	37	12
Aqu2.1.04702_001	0	5	0	8	1	0	0	0	3	1	0	0	0	1	8	1	1	0	14	7	1	13	0	0
Aqu2.1.04703_001	0	0	0	13	2	0	0	0	5	0	0	0	0	3	10	0	0	0	0	0	0	4	0	0
Aqu2.1.04704_001	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	1	0	0	1	1
Aqu2.1.04705_001	0	5	2	1	0	2	0	1	33	1	2	1	1	16	124	2	1	1	0	1	1	1	1	2
Aqu2.1.04706_001	0	8	4	3	0	2	1	0	1	2	0	0	0	6	6	0	0	1	8	0	1	2	0	0
Aqu2.1.04707_001	0	0	0	2	0	0	3	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Aqu2.1.04708_001	0	0	0	2	0	0	0	0	3	2	0	0	1	0	2	0	0	0	0	1	0	2	0	0
Aqu2.1.04709_001	5	1	0	14	0	0	1	1	2	1	0	0	3	5	1	1	5	2	2	2	0	15	4	0
Aqu2.1.04710_001	0	1	0	1	0	2	0	0	3	0	1	0	0	10	10	0	4	0	14	4	3	6	1	2
Aqu2.1.04711_001	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
Aqu2.1.04712_001	0	1	0	2	0	0	0	0	0	0	3	0	2	2	1	0	0	0	0	2	0	0	0	0
Aqu2.1.04713_001	0	0	0	3	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	2	0	0
Aqu2.1.04714_001	3	53	6	211	0	23	2	2	1	9	2	2	1	36	4	3	31	5	20	18	7	40	16	4
Aqu2.1.04715_001	0	0	1	5	0	0	0	0	1	2	0	1	0	4	10	1	0	0	1	0	0	2	0	0
Aqu2.1.04716_001	0	0	1	12	1	1	2	0	55	0	2	0	1	74	26	4	0	0	3	4	0	2	2	0
Aqu2.1.04717_001	0	3	1	2	0	0	0	0	0	0	0	0	0	1	22	0	1	0	0	0	0	2	0	0
Aqu2.1.04718_001	0	5	0	3	0	3	0	1	1	1	1	1	4	4	7	0	0	2	14	0	0	0	0	0
Aqu2.1.04719_001	0	1	0	13	1	3	0	0	2	2	3	0	7	5	12	1	3	0	3	11	2	1	0	0
Aqu2.1.04720_001	0	0	1	5	0	0	0	6	1	0	0	0	0	1	2	0	1	0	1	4	0	2	0	0
Aqu2.1.04721_001	0	0	1	2	0	4	0	1	3	9	0	4	0	2	15	0	0	0	26	18	6	0	2	5
Aqu2.1.04722_001	0	6	0	2	1	0	1	0	2	1	1	0	0	4	6	0	3	0	12	2	0	7	1	1
Aqu2.1.04723_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Aqu2.1.04724_001	1	0	0	5	0	1	0	0	2	0	2	1	0	7	17	0	0	0	10	7	2	1	0	3
Aqu2.1.04725_001	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Aqu2.1.04726_001	2	5	3	14	2	3	2	1	4	2	3	1	6	7	6	3	10	22	4	4	5	17	10	4
Aqu2.1.04727_001	1	6	0	4	0	1	1	0	2	4	1	0	1	8	10	2	2	0	11	1	3	1	3	8
Aqu2.1.04728_001	1	2	1	4	0	0	0	2	0	0	0	1	0	5	0	1	2	11	2	0	0	4	2	2
Aqu2.1.04729_001	1	3	0	37	0	5	1	2	3	8	2	0	9	9	5	1	3	0	9	3	2	2	2	4
Aqu2.1.04730_001	0	0	0	7	2	5	0	0	0	2	0	4	0	0	10	0	2	0	1	0	5	4	0	0
Aqu2.1.04731_001	4	4	2	11	1	10	0	1	3	1	6	0	3	19	8	0	3	0	15	4	2	9	1	4
Aqu2.1.04732_001	9	4	0	11	0	9	0	0	16	0	0	1	9	29	20	0	0	3	8	4	1	3	4	4
Aqu2.1.04733_001	0	2	2	8	1	1	1	1	1	3	0	0	0	2	8	1	0	2	8	12	2	7	1	0
Aqu2.1.04734_001	1	5	2	2	0	1	0	1	1	0	0	0	0	7	4	0	0	0	9	2	0	1	0	11
Aqu2.1.04735_001	4	4	3	15	4	17	1	2	19	1	5	7	1	8	12	9	11	0	3	4	0	32	21	4
Aqu2.1.04736_001	4	2	2	5	0	0	0	1	1	1	1	1	1	22	12	1	1	1	10	1	0	9	0	1
Aqu2.1.04737_001	1	2	2	10	0	1	3	0	33	2	2	4	2	48	140	5	3	1	7	3	0	2	8	2
Aqu2.1.04738_001	0	2	0	7	0	2	1	0	41	9	0	19	50	44	61	2	2	1	20	11	0	5	5	1
Aqu2.1.04739_001	0	2	0	13	2	0	0	0	2	5	12	2	1	12	14	0	7	0	6	5	4	2	0	1
Aqu2.1.04740_001	1	2	0	6	0	0	0	1	0	1	0	0	0	9	3	0	0	1	14	1	0	1	4	0
Aqu2.1.04741_001	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.04742_001	1	3	0	32	0	4	0	1	2	1	2	0	0	18	7	7	1	2	4	0	0	9	2	0
Aqu2.1.04743_001	1	3	1	10	0	3	0	1	3	0	1	0	0	10	1	2	2	0	2	0	4	5	1	0
Aqu2.1.04744_001	0	0	3	3	0	0	1	0	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	1
Aqu2.1.04745_001	7	0	0	0	0	1	0	0	0	0	1	0	0	0	11	0	0	0	17	0	0	2	0	0
Aqu2.1.04746_001	0	11	0	13	1	2	0	2	0	1	3	0	0	22	47	4	14	0	2	1	1	4	2	1
Aqu2.1.04747_001	0	2	0	10	0	4	1	0	1	0	0	0	0	4	4	1	2	1	9	0	1	5	3	0
Aqu2.1.04748_001	0	3	0	4	0	1	2	1	0	0	0	0	0	4	3	1	2	1	6	4	0	2	0	0
Aqu2.1.04749_001	0	1	1	13	0	1	0	1	1	0	1	0	0	2	0	1	8	0	6	5	0	4	0	0
Aqu2.1.04750_001	0	3	1	6	0	0	0	0	1	0	0	0	0	1	4	0	1	0	1	3	0	0	0	0
Aqu2.1.04751_001	0	0	0	3	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	2	0	0
Aqu2.1.04752_001	0	3	1	7	1	3	0	1	4	1	0	1	4	9	12	0	3	0	1	3	0	0	0	2
Aqu2.1.04753_001	0	0	0	3	0	0	0	0	1	0	0	3	4	2	1	0	0	0	0	1	0	6	0	0
Aqu2.1.04754_001	0	0	0	4	0	2	0	0	0	0	0	0	2	1	0	1	1	0	2	0	0	0	0	4
Aqu2.1.04755_001	0	1	2	13	0	2	0	2	0	1	0	1	0	2	4	0	4	1	2	0	2	2	2	1
Aqu2.1.04756_001	0	11	0	1	0	0	0	2	1	0	1	0	0	1	5	0	0	0	2	4	0	1	0	2
Aqu2.1.04757_001	0	2	4	16	0	8	0	0	3	1	1	0	1	7	2	0	2	1	2	0	0	2	0	0
Aqu2.1.04758_001	1	6	3	25	0	4	5	2	4	6	1	1	2	12	18	1	4	1	11	6	1	2	1	4
Aqu2.1.04759_001	0	1	0	9	1	1	0	0	0	1	0	1	4	3	3	0	1	0	6	1	1	5	0	5
Aqu2.1.04760_001	0	0	0	2	0	0	0	0	0	1	0	0	0	2	1	2	0	0	3	0	5	1	0	0
Aqu2.1.04761_001	3	2	1	3	1	2	0	0	1	1	2	1	0	6	4	2	4	0	0	3	0	2	0	1
Aqu2.1.04762_001	0	0	3	14	2	0	0	3	22	0	2	0	0	12	49	0	2	3	3	56	0	6	0	7
Aqu2.1.04763_001	0	0	1	3	0	0	0	0	2	0	5	2	0	6	2	0	1	0	1	3	0	0	0	3
Aqu2.1.04764_001	0	0	0	0	0	0	0	0	1	0	1	3	9	6	58	2	0	0	2	8	7	6	0	0
Aqu2.1.04765_001	0	0	0	9	2	5	0	0	9	0	0	0	3	5	43	0	13	0	5	2	0	1	0	0
Aqu2.1.04766_001	0	0	0	7	0	0	0	1	33	1	0	2	4	0	16	2	0	0	7	2	0	1	1	0
Aqu2.1.04767_001	0	1	0	11	0	23	0	2	49	0	1	28	22	180	141	3	10	3	24	34	3	10	2	2
Aqu2.1.04768_001	1	1	1	41	0	3	2	0	3	0	1	0	0	17	4	0	8	0	8	3	0	0	7	1
Aqu2.1.04769_001	2	12	4	32	0	17	0	0	0	1	11	0	3	8	5	0	10	1	12	15	7	8	5	1
Aqu2.1.04770_001	0	0	1	0	0	1	0	0	1	1	0	0	1	9	12	0	2	0	1	1	0	8	0	1
Aqu2.1.04771_001	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Aqu2.1.04772_001	0	0	6	8	1	4	0	1	18	1	4	4	3	18	141	0	2	4	13	14	6	4	2	0
Aqu2.1.04773_001	2	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1
Aqu2.1.04774_001	0	0	1	2	0	5	0	0	16	1	5	3	0	7	38	0	0	0	27	29	1	2	0	0
Aqu2.1.04775_001	0	0	0	1	0	2	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
Aqu2.1.04776_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
Aqu2.1.04777_001	0	1	0	19	0	0	0	0	0	0	2	0	0	9	3	0	0	0	7	0	0	1	1	0
Aqu2.1.04778_001	0	2	2	6	0	2	0	0	5	0	0	0	0	6	6	0	1	0	7	3	0	2	3	0
Aqu2.1.04779_001	3	3	2	18	1	2	0	1	8	3	2	1	4	7	7	8	2	7	13	13	0	39	10	3
Aqu2.1.04780_001	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Aqu2.1.04781_001	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Aqu2.1.04782_001	0	0	1	3	0	1	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1
Aqu2.1.04783_001	0	1	0	3	2	4	0	0	4	0	2	0	3	33	22	0	0	0	2	2	1	0	0	0
Aqu2.1.04784_001	0	2	1	7	0	4	0	0	3	2	0	1	2	9	3	0	1	1	5	4	1	2	1	1
Aqu2.1.04785_001	0	0	0	3	0	0	0	0	0	1	2	0	0	2	0	0	0	0	4	0	1	0	0	3
Aqu2.1.04786_001	2	2	3	14	0	9	1	0	6	2	5	2	2	15	61	1	1	1	14	6	9	9	1	2
Aqu2.1.04787_001	0	14	0	17	0	1	9	1	1	3	0	0	0	0	5	2	0	0	16	11	18	0	1	3
Aqu2.1.04788_001	1	0	1	4	0	1	1	0	2	6	0	2	4	2	5	1	3	1	1	1	0	1	0	1
Aqu2.1.04789_001	0	3	5	0	0	1	0	2	25	5	1	7	2	18	26	0	0	3	12	7	0	4	10	3
Aqu2.1.04790_001	3	5	0	10	1	4	0	2	1	1	2	1	0	11	10	2	3	2	2	3	0	19	1	5
Aqu2.1.04791_001	0	0	2	10	0	8	0	1	24	5	1	0	3	12	24	2	3	0	36	33	11	4	0	7
Aqu2.1.04792_001	0	0	0	7	1	5	0	0	1	1	0	0	0	10	7	0	2	0	3	1	0	2	0	1
Aqu2.1.04793_001	3	4	6	19	3	1	1	0	2	11	1	3	3	16	5	13	5	26	6	11	4	12	13	6
Aqu2.1.04794_001	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
Aqu2.1.04795_001	0	7	1	3	1	0	0	0	0	3	0	2	0	2	0	0	1	1	3	7	0	1	1	5
Aqu2.1.04796_001	0	1	0	0	0	0	0	1	1	0	0	0	5	1	7	0	0	0	0	0	0	0	0	0
Aqu2.1.04797_001	2	3	1	11	0	5	1	0	1	7	0	0	2	12	16	16	1	16	6	19	3	4	5	3
Aqu2.1.04798_001	0	0	1	0	0	0	0	0	0	0	3	0	3	0	8	0	0	0	0	0	1	1	0	0
Aqu2.1.04799_001	0	1	0	5	0	1	0	0	0	1	0	0	0	1	4	3	0	0	3	1	1	0	0	0
Aqu2.1.04800_001	0	3	0	0	0	0	0	1	1	0	3	0	0	0	30	0	0	0	2	0	0	3	0	0
Aqu2.1.04801_001	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Aqu2.1.04802_001	4	2	2	17	0	1	3	2	11	4	2	2	3	9	9	2	1	0	4	4	1	5	1	2
Aqu2.1.04803_001	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	2	2	0	0	0	0	0	0	0
Aqu2.1.04804_001	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0
Aqu2.1.04805_001	0	0	0	0	0	2	0	1	0	0	0	0	1	1	3	0	3	0	1	1	0	0	0	2
Aqu2.1.04806_001	0	4	0	4	0	0	0	1	2	0	1	0	0	6	16	1	0	0	3	4	1	1	0	0
Aqu2.1.04807_001	0	13	1	23	0	2	0	0	1	3	0	1	3	7	15	3	3	1	11	6	2	3	1	2
Aqu2.1.04808_001	1	6	5	26	7	2	3	0	5	5	6	8	0	6	23	0	2	18	21	5	3	0	0	0
Aqu2.1.04809_001	1	4	3	7	1	6	0	0	3	6	5	1	1	9	44	1	3	2	9	10	1	11	0	1
Aqu2.1.04810_001	0	7	3	18	0	4	0	4	1	0	1	1	3	5	5	0	1	0	2	1	0	9	2	0
Aqu2.1.04811_001	0	1	1	1	0	0	0	0	0	0	0	0	0	3	5	0	4	0	1	0	0	1	1	1
Aqu2.1.04812_001	0	4	1	5	0	3	0	0	0	0	0	0	0	2	10	0	0	0	0	0	2	2	0	0
Aqu2.1.04813_001	0	3	1	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	4	0	1	0	0
Aqu2.1.04814_001	0	0	0	28	0	0	0	0	1	0	0	1	0	3	9	0	2	0	8	4	0	1	0	0
Aqu2.1.04815_001	0	1	1	12	0	0	0	1	9	2	0	0	19	5	51	0	6	4	1	1	1	5	6	0
Aqu2.1.04816_001	0	1	0	6	0	1	0	0	1	0	1	1	1	3	0	0	2	5	3	2	0	2	0	2
Aqu2.1.04817_001	11	30	12	83	9	36	1	4	33	3	10	7	8	61	494	8	8	2	81	104	9	17	7	7
Aqu2.1.04818_001	1	1	1	5	0	0	4	0	2	1	0	0	0	1	5	0	0	6	2	3	0	2	4	1
Aqu2.1.04819_001	5	0	2	8	0	1	1	0	0	0	0	0	0	6	2	0	0	0	2	5	0	4	0	0
Aqu2.1.04820_001	0	3	0	15	1	5	1	0	2	1	0	2	3	12	12	0	0	0	5	2	0	10	2	0
Aqu2.1.04821_001	0	1	0	12	2	0	0	1	1	2	0	0	0	3	2	0	1	0	0	1	0	5	1	3
Aqu2.1.04822_001	1	4	2	11	1	1	1	0	3	6	2	0	0	14	5	0	1	3	7	5	0	9	1	1
Aqu2.1.04823_001	1	0	2	8	1	1	1	3	1	2	1	2	2	7	6	0	2	4	4	2	5	3	3	3
Aqu2.1.04824_001	0	2	0	1	0	0	0	0	9	0	0	0	0	1	13	0	2	0	6	2	0	0	0	0
Aqu2.1.04825_001	0	0	2	19	0	5	3	0	5	1	4	0	0	3	46	1	2	1	13	9	7	5	1	4
Aqu2.1.04826_001	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Aqu2.1.04827_001	1	0	0	14	0	2	0	1	6	2	1	2	0	7	19	2	7	0	4	2	0	3	2	1
Aqu2.1.04828_001	1	3	0	6	0	1	0	0	4	1	0	0	0	16	1	1	0	0	1	2	0	5	8	1
Aqu2.1.04829_001	0	1	0	6	0	0	0	0	13	0	0	0	1	0	0	0	1	0	1	6	0	1	0	1
Aqu2.1.04830_001	1	1	4	7	1	0	1	2	20	1	4	1	18	9	16	2	1	0	18	44	2	3	0	0
Aqu2.1.04831_001	1	0	0	4	1	7	1	0	20	0	1	1	0	8	16	0	5	0	1	6	0	5	1	1
Aqu2.1.04832_001	0	4	0	3	0	0	1	2	1	2	0	2	0	12	5	0	0	0	3	1	0	2	0	0
Aqu2.1.04833_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.04834_001	0	1	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0
Aqu2.1.04835_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Aqu2.1.04836_001	1	3	6	22	0	5	0	5	3	2	1	7	1	19	18	0	5	4	18	3	3	8	1	4
Aqu2.1.04837_001	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	2	0	0
Aqu2.1.04838_001	0	1	0	7	0	0	0	0	1	0	0	1	4	2	17	0	0	0	0	1	0	8	0	0
Aqu2.1.04839_001	1	5	1	14	0	1	4	8	2	2	1	1	1	15	3	0	9	1	7	0	0	5	0	0
Aqu2.1.04840_001	0	2	0	5	0	3	0	0	0	2	0	0	0	2	1	0	1	0	4	0	0	0	0	0
Aqu2.1.04841_001	0	6	1	4	0	1	0	0	1	0	6	0	1	8	6	0	1	0	4	1	0	3	3	4
Aqu2.1.04842_001	0	2	1	11	0	3	0	8	27	3	0	0	12	3	27	0	0	1	2	0	0	0	1	0
Aqu2.1.04843_001	5	5	9	15	1	3	0	0	3	1	0	0	1	14	63	5	1	4	7	3	1	8	4	0
Aqu2.1.04844_001	0	0	0	9	1	0	0	1	0	0	1	1	0	2	1	0	2	1	2	3	0	2	0	0
Aqu2.1.04845_001	0	1	0	0	0	1	0	0	3	2	0	0	0	2	7	1	0	0	3	4	0	0	0	0
Aqu2.1.04846_001	0	1	0	6	0	1	4	0	0	2	1	0	0	8	12	2	3	0	1	3	6	3	0	0
Aqu2.1.04847_001	0	0	0	0	0	0	0	0	3	0	0	0	1	2	7	0	0	0	1	4	0	0	0	0
Aqu2.1.04848_001	0	0	0	7	0	2	0	0	0	1	0	0	0	4	2	0	0	0	1	0	0	0	5	0
Aqu2.1.04849_001	0	1	0	6	0	6	0	0	2	1	0	1	2	0	18	0	0	0	0	6	1	0	0	1
Aqu2.1.04850_001	3	1	3	6	0	0	0	0	1	1	1	0	0	1	6	0	4	0	1	0	4	1	1	1
Aqu2.1.04851_001	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	3	0	0	3	1
Aqu2.1.04852_001	1	1	2	6	0	1	2	2	43	0	11	15	10	20	33	5	0	2	0	11	9	0	0	2
Aqu2.1.04853_001	1	2	1	10	0	8	1	4	4	2	4	0	1	52	8	1	3	5	11	2	0	9	0	1
Aqu2.1.04854_001	0	1	1	4	0	1	0	1	1	0	11	0	12	1	3	0	0	0	5	5	6	10	0	0
Aqu2.1.04855_001	1	1	1	3	0	1	0	1	23	0	1	5	14	19	80	3	2	0	18	12	0	0	0	0
Aqu2.1.04856_001	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Aqu2.1.04857_001	0	5	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0
Aqu2.1.04858_001	0	1	0	7	0	1	1	0	0	0	0	1	0	0	2	0	0	0	1	2	0	5	0	0
Aqu2.1.04859_001	0	0	0	8	0	0	0	0	0	1	1	0	0	2	7	0	0	0	0	0	1	1	0	0
Aqu2.1.04860_001	7	8	9	35	0	6	2	4	31	8	5	12	10	34	97	17	11	8	19	18	6	39	5	9
Aqu2.1.04861_001	0	10	0	25	4	9	0	1	10	2	8	33	7	15	40	13	80	0	3	12	0	25	3	0
Aqu2.1.04862_001	0	1	2	8	0	3	1	2	1	0	0	0	1	12	9	1	1	0	4	5	2	10	0	0
Aqu2.1.04863_001	0	0	0	4	0	4	0	0	1	0	2	1	0	4	0	0	0	0	3	2	0	0	1	0
Aqu2.1.04864_001	1	2	2	11	0	5	0	1	0	0	1	1	1	19	2	0	8	3	5	4	3	9	1	0
Aqu2.1.04865_001	2	12	1	21	0	7	0	1	5	2	5	3	2	11	26	3	1	0	13	11	5	4	8	3
Aqu2.1.04866_001	0	0	0	0	3	1	0	0	0	5	4	0	1	3	0	0	0	0	4	0	1	4	1	0
Aqu2.1.04867_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.04868_001	0	0	0	0	0	5	0	0	23	1	0	0	26	1	101	4	0	0	11	1	4	7	0	0
Aqu2.1.04869_001	0	1	1	6	0	0	1	0	3	3	1	3	0	3	0	0	0	1	2	2	0	0	0	0
Aqu2.1.04870_001	1	0	0	6	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0
Aqu2.1.04871_001	1	2	1	4	0	4	0	1	4	1	1	0	0	1	11	0	1	1	3	1	0	0	1	1
Aqu2.1.04872_001	1	0	0	7	0	0	1	0	2	0	0	0	0	4	2	0	0	0	11	1	0	3	1	0
Aqu2.1.04873_001	1	5	6	10	0	5	2	1	9	3	2	10	6	18	56	7	5	1	3	18	3	9	5	2
Aqu2.1.04874_001	1	1	0	5	0	1	0	1	5	1	1	0	1	4	15	0	0	0	7	3	0	7	2	0
Aqu2.1.04875_001	1	2	0	8	0	2	0	0	0	0	0	0	0	3	2	0	0	2	0	0	0	1	2	1
Aqu2.1.04876_001	1	5	3	36	0	7	7	2	1	2	2	1	8	14	8	1	11	1	12	7	2	16	6	4
Aqu2.1.04877_001	0	8	4	32	0	10	1	1	2	9	7	0	3	25	7	0	4	0	7	4	1	5	6	1
Aqu2.1.04878_001	0	5	3	40	4	2	1	1	16	1	0	3	3	33	19	4	11	3	13	5	0	13	0	6
Aqu2.1.04879_001	0	1	0	4	0	4	0	1	11	1	1	2	0	18	20	0	1	1	2	3	0	6	2	2
Aqu2.1.04880_001	1	5	0	1	0	0	0	0	0	4	7	0	1	11	5	1	1	0	0	0	0	2	0	1
Aqu2.1.04881_001	0	0	0	5	0	0	1	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Aqu2.1.04882_001	0	0	1	2	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
Aqu2.1.04883_001	0	2	0	2	0	2	0	0	1	0	0	0	0	6	0	0	1	0	1	2	0	0	1	0
Aqu2.1.04884_001	0	4	0	17	1	2	2	0	0	1	1	2	1	2	8	0	10	0	6	4	0	2	0	1
Aqu2.1.04885_001	2	10	0	15	0	2	0	2	2	2	0	6	1	7	4	0	5	1	3	5	1	2	0	1
Aqu2.1.04886_001	0	6	0	5	0	0	0	0	1	2	1	0	1	20	1	0	0	0	3	0	0	2	0	2
Aqu2.1.04887_001	0	3	0	4	0	0	0	2	0	0	0	1	0	2	3	0	0	0	1	0	0	3	0	0
Aqu2.1.04888_001	0	0	0	1	0	0	0	0	1	6	0	1	2	2	0	1	0	0	6	2	2	0	0	0
Aqu2.1.04889_001	0	3	0	10	0	0	0	0	0	0	0	0	2	10	7	0	0	0	2	0	6	2	1	1
Aqu2.1.04890_001	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	1
Aqu2.1.04891_001	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
Aqu2.1.04892_001	1	8	1	14	2	3	0	0	0	0	1	0	0	11	6	3	0	3	5	2	1	4	0	0
Aqu2.1.04893_001	0	0	0	13	0	1	0	1	0	0	0	0	0	0	4	0	0	0	2	1	0	0	0	1
Aqu2.1.04894_001	0	2	16	26	10	8	0	3	8	6	7	1	4	18	12	18	7	41	50	20	28	9	5	2
Aqu2.1.04895_001	0	0	0	5	0	0	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Aqu2.1.04896_001	14	19	14	17	5	3	0	1	2	3	0	0	6	53	12	75	15	4	15	21	5	1	4	0
Aqu2.1.04897_001	0	8	1	9	2	1	3	1	0	9	0	4	14	14	17	1	10	0	11	20	0	3	0	0
Aqu2.1.04898_001	6	5	0	24	0	7	0	1	8	0	1	1	6	23	12	0	4	0	13	56	0	4	2	1
Aqu2.1.04899_001	8	45	15	397	5	65	0	5	25	0	9	4	23	59	29	7	68	2	37	10	7	52	20	2
Aqu2.1.04900_001	0	1	1	2	1	0	1	0	12	1	0	1	12	18	41	1	1	0	16	10	0	1	0	1
Aqu2.1.04901_001	3	2	10	10	0	0	0	0	7	0	9	0	3	6	5	2	1	0	1	1	0	5	0	1
Aqu2.1.04902_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.04903_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.04904_001	0	6	0	9	0	0	0	1	15	2	1	4	5	16	47	1	0	0	15	3	3	3	2	2
Aqu2.1.04905_001	1	2	0	12	0	5	0	3	27	10	4	17	17	54	46	4	17	0	5	1	9	8	1	1
Aqu2.1.04906_001	1	5	0	4	0	4	0	1	5	0	0	3	0	3	22	0	3	0	4	4	0	2	0	0
Aqu2.1.04907_001	0	0	4	12	0	2	0	2	0	4	1	1	1	0	11	2	1	0	9	9	0	6	0	1
Aqu2.1.04908_001	1	0	1	4	0	0	0	0	1	0	0	1	0	1	4	0	3	0	1	0	0	0	0	0
Aqu2.1.04909_001	0	2	1	10	1	0	1	1	0	3	1	0	8	11	1	0	0	0	3	1	0	0	0	0
Aqu2.1.04910_001	0	6	4	22	1	7	1	2	7	6	5	3	0	41	26	0	9	0	11	9	0	11	6	5
Aqu2.1.04911_001	1	0	0	3	0	2	0	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0
Aqu2.1.04912_001	126	92	165	93	60	71	40	48	104	251	33	82	135	177	31	401	49	1655	215	184	69	757	343	138
Aqu2.1.04913_001	1	12	4	14	0	4	0	0	1	1	0	0	0	10	5	1	1	1	1	3	0	6	0	3
Aqu2.1.04914_001	1	5	9	17	6	7	0	1	0	4	2	0	6	9	10	2	8	11	15	12	3	6	6	4
Aqu2.1.04915_001	0	0	0	0	0	0	0	0	0	0	0	1	4	0	5	0	0	0	6	2	0	0	0	0
Aqu2.1.04916_001	4	1	13	9	10	1	0	1	8	7	0	2	3	11	4	28	7	42	38	10	15	20	2	1
Aqu2.1.04917_001	0	0	1	1	0	0	0	0	0	0	0	0	0	5	0	0	0	1	3	1	0	0	0	1
Aqu2.1.04918_001	0	0	4	0	0	1	0	0	1	7	2	1	0	1	0	0	0	0	0	9	0	0	0	1
Aqu2.1.04919_001	0	9	0	5	1	5	0	0	0	0	0	1	2	11	6	0	0	2	4	2	0	0	0	2
Aqu2.1.04920_001	0	2	0	4	0	0	1	1	1	0	6	0	0	2	2	0	0	0	0	3	2	4	0	0
Aqu2.1.04921_001	1	1	2	11	3	6	0	0	6	0	4	0	0	7	3	1	0	1	10	8	0	3	1	0
Aqu2.1.04922_001	0	1	1	3	0	2	0	1	11	10	2	0	0	2	39	0	5	0	13	13	1	0	0	3
Aqu2.1.04923_001	0	1	0	15	4	5	0	0	11	0	2	9	0	5	55	1	0	0	0	1	3	0	0	2
